,Distance(km),Latitude,Longitude,email,fax,latitude,location,longitude,name,phone,rating,search_term,service,website
510,,,, (+261) 202 36 97 50 (+261) 202 26 45 38 bppa@moov.mg,,,BP. 3876 - ANTANANARIVO,,PROJET BPPAR, (+261) 202 36 97 50 (+261) 202 26 45 38 bppa@moov.mg,,office,office, (+261) 202 36 97 50 (+261) 202 26 45 38 bppa@moov.mg
511,,,, (+261) 202 25 51 29 (+261) 202 25 42 38 cape@netclub.mg,,,AMPEFILOHA - ANTANANARIVO,,PROJET CAPE, (+261) 202 25 51 29 (+261) 202 25 42 38 cape@netclub.mg,,office,office, (+261) 202 25 51 29 (+261) 202 25 42 38 cape@netclub.mg
512,,,, (+261) 207 55 02 45 (+261) 207 55 02 45,,,BP. 1015 - FINARANTSOA,,PROJET CAPE, (+261) 207 55 02 45 (+261) 207 55 02 45,,office,office, (+261) 207 55 02 45 (+261) 207 55 02 45
513,,,, (+261) 206 22 21 61 (+261) 206 22 33 70 cciaa.mjn@moov.mg,,,BP. 52 - MAHAJANGA,,PROJET CAPE, (+261) 206 22 21 61 (+261) 206 22 33 70 cciaa.mjn@moov.mg,,office,office, (+261) 206 22 21 61 (+261) 206 22 33 70 cciaa.mjn@moov.mg
514,,,, (+261) 205 33 23 10 (+261) 205 33 41 14,,,BP. 550 - TOAMASINA,,PROJET CAPE, (+261) 205 33 23 10 (+261) 205 33 41 14,,office,office, (+261) 205 33 23 10 (+261) 205 33 41 14
515,,,, (+261) 202 22 41 09 (+261) 202 22 41 12 nutricom@moov.mg,,,BP. 3873 - ANTANANARIVO,,PROJET NUTRITION COMMUNAUTAIRE, (+261) 202 22 41 09 (+261) 202 22 41 12 nutricom@moov.mg,,office,office, (+261) 202 22 41 09 (+261) 202 22 41 12 nutricom@moov.mg
516,,,, (+261) 202 26 52 84 (+261) 202 26 43 51 seecdrtana@simicro.mg,,,BP. 6061 - ANTANANARIVO,,PROJET SEECALINE, (+261) 202 26 52 84 (+261) 202 26 43 51 seecdrtana@simicro.mg,,office,office, (+261) 202 26 52 84 (+261) 202 26 43 51 seecdrtana@simicro.mg
517,,,, (+261) 208 22 13 32 (+261) 208 22 13 32 seecants@moov.mg,,,BP. 337 - ANTSIRANANA,,PROJET SEECALINE, (+261) 208 22 13 32 (+261) 208 22 13 32 seecants@moov.mg,,office,office, (+261) 208 22 13 32 (+261) 208 22 13 32 seecants@moov.mg
518,,,, (+261) 207 55 19 42 (+261) 207 55 19 99 seecfia@moov.mg,,,BP. 1326 - FINARANTSOA,,PROJET SEECALINE, (+261) 207 55 19 42 (+261) 207 55 19 99 seecfia@moov.mg,,office,office, (+261) 207 55 19 42 (+261) 207 55 19 99 seecfia@moov.mg
519,,,, (+261) 206 22 42 89 (+261) 206 22 42 90 seecalinemjn@moov.mg,,,BP. 751 - MAHAJANGA,,PROJET SEECALINE, (+261) 206 22 42 89 (+261) 206 22 42 90 seecalinemjn@moov.mg,,office,office, (+261) 206 22 42 89 (+261) 206 22 42 90 seecalinemjn@moov.mg
520,,,, (+261) 205 33 14 69 (+261) 205 33 02 06 seectmv@moov.mg,,,BP. 185 - TOAMASINA,,PROJET SEECALINE, (+261) 205 33 14 69 (+261) 205 33 02 06 seectmv@moov.mg,,office,office, (+261) 205 33 14 69 (+261) 205 33 02 06 seectmv@moov.mg
521,,,, (+261) 209 44 11 36 (+261) 209 44 17 24 seecu@moov.mg,,,BP. 199 - TOLIARA,,PROJET SEECALINE, (+261) 209 44 11 36 (+261) 209 44 17 24 seecu@moov.mg,,office,office, (+261) 209 44 11 36 (+261) 209 44 17 24 seecu@moov.mg
522,,,, (+261) 202 26 88 65 (+261) 202 26 88 64 psd.tnr@moov.mg,,,BP. 1281 - ANTANANARIVO,,PROJET SOUTIEN DEVELOP. RURAL, (+261) 202 26 88 65 (+261) 202 26 88 64 psd.tnr@moov.mg,,office,office, (+261) 202 26 88 65 (+261) 202 26 88 64 psd.tnr@moov.mg
523,,,, (+261) 034 22 449 33 contact@a2mg-security.com www.a2mg-securitty.com,,,CC HI POLE LOT 71B ANTANETIBE ANTEHIROKA IVATO - ANTANANARIVO,,A2MG, (+261) 034 22 449 33 contact@a2mg-security.com www.a2mg-securitty.com,,material,material, (+261) 034 22 449 33 contact@a2mg-security.com www.a2mg-securitty.com
524,,,, (+261) 33 76 512 74 robialarmevideocom@gmail.,,,ANTANANARIVO,,ALARM VIDEO, (+261) 33 76 512 74 robialarmevideocom@gmail.,,material,material, (+261) 33 76 512 74 robialarmevideocom@gmail.
525,,,, (+261) 202 22 39 24 (+261) 202 22 58 93,,,BP. 8019 - ANTANANARIVO,,ALARME TANA, (+261) 202 22 39 24 (+261) 202 22 58 93,,material,material, (+261) 202 22 39 24 (+261) 202 22 58 93
526,,,, (+261) 202 22 54 16 (+261) 202 23 27 91 appel@moov.mg,,,BP. 3243 - ANTANANARIVO,,APPEL, (+261) 202 22 54 16 (+261) 202 23 27 91 appel@moov.mg,,material,material, (+261) 202 22 54 16 (+261) 202 23 27 91 appel@moov.mg
527,,,, (+261) 202 23 63 71 & 202 26 08 93 irfaney@yahoo.fr,,,"36, AVE INDEPENDANCE - ANTANANARIVO",,CAMERA DE SURVEILLANCE BALI, (+261) 202 23 63 71 & 202 26 08 93 irfaney@yahoo.fr,,material,material, (+261) 202 23 63 71 & 202 26 08 93 irfaney@yahoo.fr
528,,,, (+261) 20 22 470 07 (+261) 20 22 470 06 dinectecno@moov.mg,,,CENTER TANJOMBATO - ANTANANARIVO,,DINEC TECNOALARM, (+261) 20 22 470 07 (+261) 20 22 470 06 dinectecno@moov.mg,,material,material, (+261) 20 22 470 07 (+261) 20 22 470 06 dinectecno@moov.mg
529,,,, (+261) 20 22 446 60 assistante@dirickx.mg www.dirickx.mg,,,LOT 39 E BIS AMBOHIBAO - ANTANANARIVO,,DIRICKX MADAGASCAR, (+261) 20 22 446 60 assistante@dirickx.mg www.dirickx.mg,,material,material, (+261) 20 22 446 60 assistante@dirickx.mg www.dirickx.mg
530,,,, (+261) 202 24 51 35 (+261) 202 23 18 46,,,RTE IVATO - ANTANANARIVO,,DSK, (+261) 202 24 51 35 (+261) 202 23 18 46,,material,material, (+261) 202 24 51 35 (+261) 202 23 18 46
531,,,, (+261) 202 24 60 25 (+261) 202 24 60 32,,,TANJOMBATO - ANTANANARIVO,,E GUARD, (+261) 202 24 60 25 (+261) 202 24 60 32,,material,material, (+261) 202 24 60 25 (+261) 202 24 60 32
532,,,, (+261) 202 23 83 51 (+261) 202 22 21 54 elec.plus@simicro.mg,,,BP. 8597 - ANTANANARIVO,,ELECPLUS, (+261) 202 23 83 51 (+261) 202 22 21 54 elec.plus@simicro.mg,,material,material, (+261) 202 23 83 51 (+261) 202 22 21 54 elec.plus@simicro.mg
533,,,, (+261) 202 33 20 08 (+261) 202 33 20 07 madalarme-tana@moov.mg,,,CAP 3000 - ANTANANARIVO,,MAD'ALARME, (+261) 202 33 20 08 (+261) 202 33 20 07 madalarme-tana@moov.mg,,material,material, (+261) 202 33 20 08 (+261) 202 33 20 07 madalarme-tana@moov.mg
534,,,, (+261) 202 24 60 25 (+261) 202 24 60 32 dintecno@moov.mg,,,TANJOMBATO - ANTANANARIVO,,MISSION 24 H, (+261) 202 24 60 25 (+261) 202 24 60 32 dintecno@moov.mg,,material,material, (+261) 202 24 60 25 (+261) 202 24 60 32 dintecno@moov.mg
535,,,, (+261) 33 27 000 01 info@noveo.tech www.noveo.tech,,,"IMMEUBLE UCTS AMBARANJANA, 2E ETAGE - ANTANANARIVO",,NOVEO MADAGASCAR, (+261) 33 27 000 01 info@noveo.tech www.noveo.tech,,material,material, (+261) 33 27 000 01 info@noveo.tech www.noveo.tech
536,,,, (+261) 202 45 52 74 (+261) 202 42 67 61 proalarm@blueline.mg,,,ANTANINANDRO - ANTANANARIVO,,PROALARM, (+261) 202 45 52 74 (+261) 202 42 67 61 proalarm@blueline.mg,,material,material, (+261) 202 45 52 74 (+261) 202 42 67 61 proalarm@blueline.mg
537,,,, (+261) 202 23 90 51 (+261) 202 22 55 59,,,BESARETY - ANTANANARIVO,,RS BUSINESS ELECTRONIC, (+261) 202 23 90 51 (+261) 202 22 55 59,,material,material, (+261) 202 23 90 51 (+261) 202 22 55 59
538,,,, (+261) 32 05 499 88 & 34 12 499 88 direction.safe@orange.mg http://heaventec-mada.webs.com,,,LOT IIP 104 AMBATOFOTSIKELY - ANTANANARIVO 101,,SAFE, (+261) 32 05 499 88 & 34 12 499 88 direction.safe@orange.mg http://heaventec-mada.webs.com,,material,material, (+261) 32 05 499 88 & 34 12 499 88 direction.safe@orange.mg http://heaventec-mada.webs.com
539,,,, (+261) 202 22 39 24 & 202 23 35 24 (+261) 202 22 58 93 sas@moov.mg,,,BP. 8019 - ANTANANARIVO,,SAS ALARME TANA, (+261) 202 22 39 24 & 202 23 35 24 (+261) 202 22 58 93 sas@moov.mg,,material,material, (+261) 202 22 39 24 & 202 23 35 24 (+261) 202 22 58 93 sas@moov.mg
540,,,, (+261) 202 42 64 23 (+261) 202 26 55 35 infos@securex.com,,,BP. 12141 - ANTANANARIVO,,SECUREX, (+261) 202 42 64 23 (+261) 202 26 55 35 infos@securex.com,,material,material, (+261) 202 42 64 23 (+261) 202 26 55 35 infos@securex.com
541,,,, (+261) 202 25 44 23 (+261) 202 25 68 17 seem@moov.mg,,,SOANIERANA - ANTANANARIVO,,SEEM, (+261) 202 25 44 23 (+261) 202 25 68 17 seem@moov.mg,,material,material, (+261) 202 25 44 23 (+261) 202 25 68 17 seem@moov.mg
542,,,, (+261) 20 53 300 06 & 34 02 702 66 techtaff@gmail.com,,,"VILLA ANDY, LOGT 243/244 CITE CANADA - TOAMASINA",,TECHTAFF SECURITE, (+261) 20 53 300 06 & 34 02 702 66 techtaff@gmail.com,,material,material, (+261) 20 53 300 06 & 34 02 702 66 techtaff@gmail.com
543,,,, (+261) 20 22 432 62 & 32 07 432 62 (+261) 20 22 432 20 ted@ted.mg www.ted.mg,,,BP. 4249 - ANTANANARIVO 101,,TED MADAGASCAR, (+261) 20 22 432 62 & 32 07 432 62 (+261) 20 22 432 20 ted@ted.mg www.ted.mg,,material,material, (+261) 20 22 432 62 & 32 07 432 62 (+261) 20 22 432 20 ted@ted.mg www.ted.mg
544,,,, (+261) 202 22 54 16 (+261) 202 23 27 91 appel@moov.mg,,,BP. 3243 - ANTANANARIVO,,APPEL, (+261) 202 22 54 16 (+261) 202 23 27 91 appel@moov.mg,,hardware,hardware, (+261) 202 22 54 16 (+261) 202 23 27 91 appel@moov.mg
545,,,, (+261) 202 22 27 82 (+261) 202 22 92 59 batpro@moov.mg www.batpro-madagascar.com,,,BP. 757 - 101 ANTANANARIVO,,BATPRO, (+261) 202 22 27 82 (+261) 202 22 92 59 batpro@moov.mg www.batpro-madagascar.com,,hardware,hardware, (+261) 202 22 27 82 (+261) 202 22 92 59 batpro@moov.mg www.batpro-madagascar.com
546,,,, (+261) 202 24 88 05 (+261) 202 24 51 21 codefi.tana@yahoo.fr,,,BP. 11150 - ANTANANARIVO,,CODEFI, (+261) 202 24 88 05 (+261) 202 24 51 21 codefi.tana@yahoo.fr,,hardware,hardware, (+261) 202 24 88 05 (+261) 202 24 51 21 codefi.tana@yahoo.fr
547,,,, (+261) 202 22 24 08 (+261) 202 23 35 73 madeco@madecasse.mg www.madecasse.mg,,,BP. 567 - ANTANANARIVO,,COMPAGNIE MADECASSE, (+261) 202 22 24 08 (+261) 202 23 35 73 madeco@madecasse.mg www.madecasse.mg,,hardware,hardware, (+261) 202 22 24 08 (+261) 202 23 35 73 madeco@madecasse.mg www.madecasse.mg
548,,,, (+261) 202 22 03 26 (+261) 202 22 22 53 bonnetfils@simicro.mg www.bonnet-fils.com,,,BP. 605 - ANTANANARIVO,,FBF, (+261) 202 22 03 26 (+261) 202 22 22 53 bonnetfils@simicro.mg www.bonnet-fils.com,,hardware,hardware, (+261) 202 22 03 26 (+261) 202 22 22 53 bonnetfils@simicro.mg www.bonnet-fils.com
549,,,, (+261) 202 26 09 02 (+261) 202 26 09 02 msecu@moov.mg,,,BP. 1687 - ANTANANARIVO,,MADAGASCAR SECURITE, (+261) 202 26 09 02 (+261) 202 26 09 02 msecu@moov.mg,,hardware,hardware, (+261) 202 26 09 02 (+261) 202 26 09 02 msecu@moov.mg
550,,,, (+261) 20 23 692 91 macauto@macauto.mg www.macauto.mg,,,RUE DR RASETA IVX 30 BIS ANKAZOMANGA - ANTANANARIVO,,MC MINING, (+261) 20 23 692 91 macauto@macauto.mg www.macauto.mg,,hardware,hardware, (+261) 20 23 692 91 macauto@macauto.mg www.macauto.mg
551,,,, (+261) 20 53 315 52 & 34 02 221 21 & 32 11 221 21 macauto@macauto.mg www.macauto.mg,,,"10, RUE AVIATEUR GOULETTE - TOAMASINA 501",,MC MINING, (+261) 20 53 315 52 & 34 02 221 21 & 32 11 221 21 macauto@macauto.mg www.macauto.mg,,hardware,hardware, (+261) 20 53 315 52 & 34 02 221 21 & 32 11 221 21 macauto@macauto.mg www.macauto.mg
552,,,, (+261) 202 24 24 94 (+261) 202 24 24 08 triumph@blueline.mg,,,BP. 12218 - ANTANANARIVO,,TRIUMPH INTER., (+261) 202 24 24 94 (+261) 202 24 24 08 triumph@blueline.mg,,hardware,hardware, (+261) 202 24 24 94 (+261) 202 24 24 08 triumph@blueline.mg
553,,,, (+261) 202 24 88 05 (+261) 202 24 51 21 codefi.tana@yahoo.fr,,,BP. 11150 - ANTANANARIVO,,CODEFI, (+261) 202 24 88 05 (+261) 202 24 51 21 codefi.tana@yahoo.fr,,hotel,hotel, (+261) 202 24 88 05 (+261) 202 24 51 21 codefi.tana@yahoo.fr
554,,,, (+261) 202 22 24 08 (+261) 202 23 35 73,,,BP. 567 - ANTANANARIVO,,EQUIP CENTER, (+261) 202 22 24 08 (+261) 202 23 35 73,,hotel,hotel, (+261) 202 22 24 08 (+261) 202 23 35 73
555,,,, (+261) 202 25 40 69 (+261) 202 23 24 09 sicma@moov.mg,,,VILLAGE DES JEUX - ANTANANARIVO,,SICMA, (+261) 202 25 40 69 (+261) 202 23 24 09 sicma@moov.mg,,hotel,hotel, (+261) 202 25 40 69 (+261) 202 23 24 09 sicma@moov.mg
556,,,, (+261) 202 20 03 50 (+261) 202 22 40 59 simomada@moov.mg,,,"476, BLD RATSIMANDRAVA - ANTANANARIVO",,SIMO, (+261) 202 20 03 50 (+261) 202 22 40 59 simomada@moov.mg,,hotel,hotel, (+261) 202 20 03 50 (+261) 202 22 40 59 simomada@moov.mg
557,,,, (+261) 202 23 08 58 (+261) 202 22 80 93 smef@moov.mg,,,BP. 4395 - ANTANANARIVO,,SMEF, (+261) 202 23 08 58 (+261) 202 22 80 93 smef@moov.mg,,hotel,hotel, (+261) 202 23 08 58 (+261) 202 22 80 93 smef@moov.mg
558,,,,  Loading...,,,RTE STADE ALAROBIA - ANTANANARIVO,,SODIMA,  Loading...,,hotel,hotel,  Loading...
559,,,, (+261) 20 86 610 55 (+261) 20 86 615 08 abudhotel@yahoo.fr www.lk-oi.com/abudhotel,,,HELL VILLE - NOSY BE,,HOTEL ABUD, (+261) 20 86 610 55 (+261) 20 86 615 08 abudhotel@yahoo.fr www.lk-oi.com/abudhotel,,hotel,hotel, (+261) 20 86 610 55 (+261) 20 86 615 08 abudhotel@yahoo.fr www.lk-oi.com/abudhotel
560,,,, (+261) 202 26 30 51,,,"17, RUE RATSIMILAHO - ANTANANARIVO",,HOTEL AINA, (+261) 202 26 30 51,,hotel,hotel, (+261) 202 26 30 51
561,,,, (+261) 20 82 210 33 & 20 82 231 47 & 32 07 666 15 (+261) 20 82 221 80 hotelallamanda@gmail.com www.hotels-diego.com,,,RUE RICHELIEU - ANTSIRANANA,,HOTEL ALLAMANDA, (+261) 20 82 210 33 & 20 82 231 47 & 32 07 666 15 (+261) 20 82 221 80 hotelallamanda@gmail.com www.hotels-diego.com,,hotel,hotel, (+261) 20 82 210 33 & 20 82 231 47 & 32 07 666 15 (+261) 20 82 221 80 hotelallamanda@gmail.com www.hotels-diego.com
562,,,, (+261) 208 69 21 28 (+261) 208 69 21 26 reservation@amarinahotel.com www.amarinahotel.com,,,BP. 202 - NOSY BE,,HOTEL AMARINA, (+261) 208 69 21 28 (+261) 208 69 21 26 reservation@amarinahotel.com www.amarinahotel.com,,hotel,hotel, (+261) 208 69 21 28 (+261) 208 69 21 26 reservation@amarinahotel.com www.amarinahotel.com
563,,,, (+261) 209 44 26 81,,,BP. 458 - TOLIARY,,HOTEL AMBARY, (+261) 209 44 26 81,,hotel,hotel, (+261) 209 44 26 81
564,,,, (+261) 202 23 11 73 (+261) 202 26 22 03 amigo@moov.mg,,,BP. 1445 - ANTANANARIVO,,HOTEL AMIGO, (+261) 202 23 11 73 (+261) 202 26 22 03 amigo@moov.mg,,hotel,hotel, (+261) 202 23 11 73 (+261) 202 26 22 03 amigo@moov.mg
565,,,, (+261) 34 65 000 05 & 34 65 000 06 & 34 65 000 07 & 34 65 000 08 info@andilanaresort.com www.andilanaresort.com,,,BP. 111 - NOSY BE,,HOTEL ANDILANA BEACH, (+261) 34 65 000 05 & 34 65 000 06 & 34 65 000 07 & 34 65 000 08 info@andilanaresort.com www.andilanaresort.com,,hotel,hotel, (+261) 34 65 000 05 & 34 65 000 06 & 34 65 000 07 & 34 65 000 08 info@andilanaresort.com www.andilanaresort.com
566,,,, (+261) 202 20 53 79 hotel.anjara@moov.mg,,,AMBODIVONA - ANTANANARIVO,,HOTEL ANJARA, (+261) 202 20 53 79 hotel.anjara@moov.mg,,hotel,hotel, (+261) 202 20 53 79 hotel.anjara@moov.mg
567,,,, (+261) 202 22 79 58 (+261) 202 22 34 18 anjary-hotel@moov.mg www.anjary-hotel.com,,,BP. 791 - ANTANANARIVO,,HOTEL ANJARY, (+261) 202 22 79 58 (+261) 202 22 34 18 anjary-hotel@moov.mg www.anjary-hotel.com,,hotel,hotel, (+261) 202 22 79 58 (+261) 202 22 34 18 anjary-hotel@moov.mg www.anjary-hotel.com
568,,,, (+261) 206 22 37 98 (+261) 206 22 29 49 anjaryhotel@moov.mg,,,BP. 165 - MAHAJANGA,,HOTEL ANJARY, (+261) 206 22 37 98 (+261) 206 22 29 49 anjaryhotel@moov.mg,,hotel,hotel, (+261) 206 22 37 98 (+261) 206 22 29 49 anjaryhotel@moov.mg
569,,,, (+261) 204 40 50 02 korali@simicro.mg,,,TOMBOTSOA - ANTSIRABE,,HOTEL ANTSAHA, (+261) 204 40 50 02 korali@simicro.mg,,hotel,hotel, (+261) 204 40 50 02 korali@simicro.mg
570,,,, (+261) 20 62 911 00 contact@antsanitia.com www.antsanitia.com,,,BP. 1087 - MAHAJANGA,,HOTEL ANTSANITIA RESORTS, (+261) 20 62 911 00 contact@antsanitia.com www.antsanitia.com,,hotel,hotel, (+261) 20 62 911 00 contact@antsanitia.com www.antsanitia.com
571,,,, (+261) 20 22 334 71 (+261) 20 22 334 94 radama.house@moov.mg www.radama.com,,,RTE AMBOHIPO - ANTANANARIVO,,HOTEL APARTHOTEL RADAMA HOUSE, (+261) 20 22 334 71 (+261) 20 22 334 94 radama.house@moov.mg www.radama.com,,hotel,hotel, (+261) 20 22 334 71 (+261) 20 22 334 94 radama.house@moov.mg www.radama.com
572,,,, (+261) 34 45 335 75 & 32 05 811 19 plaisance.apparthotel@yahoo.fr,,,"AMBOHIJAFY NORD, RTE AEROPORT - TOAMASINA",,HOTEL APPAT'HOTEL PLAISANCE, (+261) 34 45 335 75 & 32 05 811 19 plaisance.apparthotel@yahoo.fr,,hotel,hotel, (+261) 34 45 335 75 & 32 05 811 19 plaisance.apparthotel@yahoo.fr
573,,,, (+261) 204 44 85 73 (+261) 204 44 91 49 arotel@sinergic.mg,,,RUE RALAIMONGO - ANTSIRABE,,HOTEL AROTEL, (+261) 204 44 85 73 (+261) 204 44 91 49 arotel@sinergic.mg,,hotel,hotel, (+261) 204 44 85 73 (+261) 204 44 91 49 arotel@sinergic.mg
574,,,, (+261) 202 26 27 44,,,TSAEALALANA - ANTANANARIVO,,HOTEL ATO AMINTSIKA, (+261) 202 26 27 44,,hotel,hotel, (+261) 202 26 27 44
575,,,, (+261) 20 57 220 16 (+261) 20 57 220 16,,,FOULPOINTE,,HOTEL AU GENTIL PECHEUR, (+261) 20 57 220 16 (+261) 20 57 220 16,,hotel,hotel, (+261) 20 57 220 16 (+261) 20 57 220 16
576,,,, (+261) 20 22 663 91 aujardintana@orange.mg www.aujardintana.com,,,"RUE RP MUTHYION, MONTEE DE LA CIGALE - ANTANANARIVO",,HOTEL AU JARDIN D�۪ANTANIMENA, (+261) 20 22 663 91 aujardintana@orange.mg www.aujardintana.com,,hotel,hotel, (+261) 20 22 663 91 aujardintana@orange.mg www.aujardintana.com
577,,,, (+261) 20 42 492 04,,,AMBATOLAMPY,,HOTEL AU RENDEZ VOUS DES PECHEURS, (+261) 20 42 492 04,,hotel,hotel, (+261) 20 42 492 04
578,,,, (+261) 32 04 795 24,,,BP. 407 - JOFFRE VILLE,,HOTEL AUBERGE DES BENEDICTINES, (+261) 32 04 795 24,,hotel,hotel, (+261) 32 04 795 24
579,,,, (+261) 20 22 446 46 (+261) 20 22 451 94 chevalblanc@moov.mg www.cheval-blanc-madagascar.com,,,BP. 23 - ANTANANARIVO,,HOTEL AUBERGE DU CHEVAL BLANC, (+261) 20 22 446 46 (+261) 20 22 451 94 chevalblanc@moov.mg www.cheval-blanc-madagascar.com,,hotel,hotel, (+261) 20 22 446 46 (+261) 20 22 451 94 chevalblanc@moov.mg www.cheval-blanc-madagascar.com
580,,,, (+261) 20 22 441 74,,,TALATAMATY - ANTANANARIVO,,HOTEL AUBERGE DU JARDIN, (+261) 20 22 441 74,,hotel,hotel, (+261) 20 22 441 74
581,,,, (+261) 20 23 557 97,,,AMBOHIMANARINA - ANTANANARIVO,,HOTEL AUBERGE FISCHERHAUS, (+261) 20 23 557 97,,hotel,hotel, (+261) 20 23 557 97
582,,,, (+261) 32 04 281 22,,,BP. 255 - JOFFRE VILLE,,HOTEL AUBERGE SAKAY TANY, (+261) 32 04 281 22,,hotel,hotel, (+261) 32 04 281 22
583,,,, (+261) 20 22 481 32 (+261) 20 22 583 32 sifaka.auberge@moov.mg,,,IVATO - ANTANANARIVO,,HOTEL AUBERGE SIFAKA, (+261) 20 22 481 32 (+261) 20 22 583 32 sifaka.auberge@moov.mg,,hotel,hotel, (+261) 20 22 481 32 (+261) 20 22 583 32 sifaka.auberge@moov.mg
584,,,, (+261) 202 22 83 85,,,ANTANANARIVO,,HOTEL AUSTRAL, (+261) 202 22 83 85,,hotel,hotel, (+261) 202 22 83 85
585,,,, (+261) 20 73 000 97 (+261) 20 73 000 97 austral@netclub.mg,,,BP. 143 - FARAFANGANA,,HOTEL AUSTRAL, (+261) 20 73 000 97 (+261) 20 73 000 97 austral@netclub.mg,,hotel,hotel, (+261) 20 73 000 97 (+261) 20 73 000 97 austral@netclub.mg
586,,,, (+261) 207 53 40 01 ragon@moov.mg,,,BP. 14 - AMBALAVAO,,HOTEL AUX BOUGAINVILLEES, (+261) 207 53 40 01 ragon@moov.mg,,hotel,hotel, (+261) 207 53 40 01 ragon@moov.mg
587,,,, (+261) 204 44 92 98 (+261) 204 44 92 97 avanahotel2000@yahoo.fr,,,BP. 167 - ANTSIRABE,,HOTEL AVANA, (+261) 204 44 92 98 (+261) 204 44 92 97 avanahotel2000@yahoo.fr,,hotel,hotel, (+261) 204 44 92 98 (+261) 204 44 92 97 avanahotel2000@yahoo.fr
588,,,, (+261) 208 69 22 23 aviavy_hotel@mel.moov.mg,,,BP. 74 - NOSY BE,,HOTEL AVIAVY, (+261) 208 69 22 23 aviavy_hotel@mel.moov.mg,,hotel,hotel, (+261) 208 69 22 23 aviavy_hotel@mel.moov.mg
589,,,, (+261) 34 19 267 14 hotelrestaurantazalee@gmail.com,,,"ESPACE NAMBININTSOA, ANTANETIBE IVATO - TALATA MATY",,HOTEL AZALEE RESTAURANT, (+261) 34 19 267 14 hotelrestaurantazalee@gmail.com,,hotel,hotel, (+261) 34 19 267 14 hotelrestaurantazalee@gmail.com
590,,,, (+261) 32 04 791 26 infos@baboo-village.com www.baboo-village.com,,,BP. 33 BIS - ILE AUX NATTES STE MARIE,,HOTEL BABOO VILLAGE, (+261) 32 04 791 26 infos@baboo-village.com www.baboo-village.com,,hotel,hotel, (+261) 32 04 791 26 infos@baboo-village.com www.baboo-village.com
591,,,, (+261) 205 70 42 07 infos@baboo-village.com www.baboo-village.com,,,SAINTE MARIE,,HOTEL BABOO VILLAGE, (+261) 205 70 42 07 infos@baboo-village.com www.baboo-village.com,,hotel,hotel, (+261) 205 70 42 07 infos@baboo-village.com www.baboo-village.com
592,,,, www.bamboo-club.com,,,BP. 47 - TULEAR,,HOTEL BAMBOO CLUB, www.bamboo-club.com,,hotel,hotel, www.bamboo-club.com
593,,,, (+261) 209 55 20 12 (+261) 209 55 21 86 baobabtours@blueline.mg www.baobabtour.com,,,BP. 77 - MORONDAVA,,HOTEL BAOBAB, (+261) 209 55 20 12 (+261) 209 55 21 86 baobabtours@blueline.mg www.baobabtour.com,,hotel,hotel, (+261) 209 55 20 12 (+261) 209 55 21 86 baobabtours@blueline.mg www.baobabtour.com
594,,,, (+261) 205 33 30 85 boccohotbr@netcourrier.com,,,"52, RUE COMMERCE - TOAMASINA",,HOTEL BEAU RIVAGE, (+261) 205 33 30 85 boccohotbr@netcourrier.com,,hotel,hotel, (+261) 205 33 30 85 boccohotbr@netcourrier.com
595,,,, (+261) 208 22 10 21 (+261) 208 22 10 21 bellevuedie@blueline.mg,,,BP. 17 - ANTSIRANANA,,HOTEL BELLE VUE DIEGO, (+261) 208 22 10 21 (+261) 208 22 10 21 bellevuedie@blueline.mg,,hotel,hotel, (+261) 208 22 10 21 (+261) 208 22 10 21 bellevuedie@blueline.mg
596,,,, (+261) 202 23 26 87 (+261) 202 22 44 18 iletours@moov.mg www.bellevue-tana.net,,,RTE AMBOHIPO - ANTANANARIVO,,HOTEL BELLEVUE, (+261) 202 23 26 87 (+261) 202 22 44 18 iletours@moov.mg www.bellevue-tana.net,,hotel,hotel, (+261) 202 23 26 87 (+261) 202 22 44 18 iletours@moov.mg www.bellevue-tana.net
597,,,, (+261) 208 60 60 93 (+261) 208 60 60 93 hotelbenjamin@simicro.mg,,,BP. 268 - NOSY BE,,HOTEL BENJAMIN, (+261) 208 60 60 93 (+261) 208 60 60 93 hotelbenjamin@simicro.mg,,hotel,hotel, (+261) 208 60 60 93 (+261) 208 60 60 93 hotelbenjamin@simicro.mg
598,,,, (+261) 206 70 12 03 (+261) 206 70 11 01 robinetmarcel@moov.mg,,,AMBALABE OUEST - ANTSOHIHY,,HOTEL BIAINA III, (+261) 206 70 12 03 (+261) 206 70 11 01 robinetmarcel@moov.mg,,hotel,hotel, (+261) 206 70 12 03 (+261) 206 70 11 01 robinetmarcel@moov.mg
599,,,, (+261) 202 26 44 78 nancy.ras@hotmail.com,,,MAHAMASINA - ANTANANARIVO,,HOTEL BONSAI, (+261) 202 26 44 78 nancy.ras@hotmail.com,,hotel,hotel, (+261) 202 26 44 78 nancy.ras@hotmail.com
600,,,, (+261) 34 49 905 79 www.booking-hotel-madagascar.com,,,GARE DE SOARANO - ANTANANARIVO 101,,HOTEL BOOKING HOTELS MADAGASCAR, (+261) 34 49 905 79 www.booking-hotel-madagascar.com,,hotel,hotel, (+261) 34 49 905 79 www.booking-hotel-madagascar.com
